
🇨🇳 央视频道_,#genre#
CHC家庭影院高清,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/index.m3u8
CHC家庭影院高清,http://111.20.105.60:6060/yinhe/2/ch00000090990000002085?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000050000000448840/index.m3u8

CCTV风云剧场高清,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场高清,http://[2409:8087:5011:1020::2b]/180000001002/00000001000000000091000000244807/main.m3u8?IASHttpSessionId=OTT 
CCTV风云音乐高清,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐高清,http://[2409:8087:5011:1020::2b]/180000001002/00000001000000000091000000244809/main.m3u8?IASHttpSessionId=OTT

CCTV第一剧场高清,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
CCTV第一剧场高清,http://[2409:8087:5011:1020::2b]/180000001002/00000001000000000091000000244808/main.m3u8?IASHttpSessionId=OTT

CCTV怀旧剧场高清,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
CCTV怀旧剧场高清,http://[2409:8087:5011:1020::2b]/180000001002/00000001000000000091000000244806/main.m3u8?IASHttpSessionId=OTT

都市剧场高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227204/index.m3u8?servicetype=1

郑州影视戏曲高清,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226405/index.m3u8
郑州影视戏曲高清,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226645/index.m3u8
河南移动电视高清,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226871/index.m3u8
河南电视剧高清,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8

辽宁移动电视高清,http://[2409:8087:1414:22::112d]/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226982//index.m3u8
辽宁移动电视高清,http://[2409:8087:1414:22::112d]/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227328//index.m3u8
辽宁都市高清,http://[2409:8087:1414:22::112d]/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226760/index.m3u8
辽宁都市高清,http://[2409:8087:1414:22::112d]/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227355//index.m3u8
辽宁影视剧高清,http://[2409:8087:1414:22::112d]/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226738/index.m3u8

福建电视剧高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227079/index.m3u8?servicetype=1

湖南经视高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000002000000113182/index.m3u8
湖南经视高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000000002000000027983/main.m3u8?IASHttpSessionId=OTT
湖南都市高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000041/main.m3u8?IASHttpSessionId=OTT
湖南电视剧高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000037/main.m3u8?IASHttpSessionId=OTT
湖南电影高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000038/main.m3u8?IASHttpSessionId=OTT
湖南娱乐高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000040/main.m3u8?IASHttpSessionId=OTT
湖南爱晚高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000044/main.m3u8?IASHttpSessionId=OTT
湖南国际高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000045/main.m3u8?IASHttpSessionId=OTT

上海都市高清,http://39.136.172.100/hlsmgsplive.miguvideo.com//wd_r4/dfl/yulehd/3000/index.m3u8?&encrypt=1
上海东方影视高清,http://gslbserv.itv.cmvideo.cn:80/5000000010000032212/index.m3u8?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3
上海东方影视高清,http://39.136.172.100/hlsmgsplive.miguvideo.com/wd_r4/dfl/dianshijuhd/3000/index.m3u8?&encrypt=1
上海东方影视高清,http://[2409:8c60:2500:51::31]/liveplay-kk.rtxapp.com/live/program/live/dfyshd8m/8000000/mnf.m3u8






🇨🇳 NewTV,#genre#




NewTV超级电视剧高清,http://[2409:8087:6001:20:0:1:0:11]:80/000000001666/100000000100111008/1.m3u8
NewTV超级电影高清,http://[2409:8087:6001:20:0:1:0:11]:80/000000001666/100000000100111006/1.m3u8
NewTV超级综艺高清,http://[2409:8087:6001:20:0:1:0:11]:80/000000001666/100000000100111002/1.m3u8
NewTV金牌综艺高清,http://[2409:8087:6001:20:0:1:0:11]:80/000000001666/100000000100111067/1.m3u8
NewTV农业致富高清,http://[2409:8087:6001:20:0:1:0:11]:80/000000001666/100000000100111069/1.m3u8
NewTV黑莓电影高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225891/index.m3u8?servicetype=1
NewTV爱情喜剧高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225877/index.m3u8?servicetype=1
NewTV动作电影高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225879/index.m3u8?servicetype=1
NewTV古装剧场高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225880/index.m3u8?servicetype=1
NewTV家庭剧场高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225882/index.m3u8?servicetype=1
NewTV精品大剧高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225889/index.m3u8?servicetype=1
NewTV惊悚悬疑高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225885/index.m3u8?servicetype=1
NewTV精品记录高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225888/index.m3u8?servicetype=1
NewTV精品萌宠高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227183/index.m3u8?servicetype=1
NewTV精品体育高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225886/index.m3u8?servicetype=1
NewTV军旅剧场高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225887/index.m3u8?servicetype=1
NewTV军事评论高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225890/index.m3u8?servicetype=1
NewTV潮妈辣婆高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226107/index.m3u8?servicetype=1
NewTV武搏世界高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225895/index.m3u8?servicetype=1
NewTV怡伴健康高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225883/index.m3u8?servicetype=1
NewTV中国功夫高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225896/index.m3u8?servicetype=1
NewTV欢乐剧场高清,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226210/index.m3u8
NewTV东北热剧高清,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226202/index.m3u8
NewTV精品综合高清,http://[2409:8087:6001:20:0:1:0:11]:80/000000001666/100000000100111063/1.m3u8
NewTV精品综合高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225893/index.m3u8?servicetype=1
NewTV热播精选高清,http://[2409:8087:6001:20:0:1:0:11]:80/000000001666/100000000100111061/1.m3u8
NewTV热播精选高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225881/index.m3u8?servicetype=1

黑莓电影,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/jdianying/index.m3u8
黑莓动画,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/donghuawg/index.m3u8
黑莓电竞,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/wmyx/index.m3u8
NewTV超级体育,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/cctv-5/index.m3u8
NewTV精品体育,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/jtiyu/index.m3u8
NewTV健康有约,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/ljiankangyouyue/index.m3u8
NewTV军事评论,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/junshipl/index.m3u8
NewTV精品记录,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/jingpinjl/index.m3u8
NewTV精品大剧,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/jdaju/index.m3u8
NewTV古装剧场,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/guzhuangjc/index.m3u8
NewTV家庭剧场,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/jiatingjc/index.m3u8
NewTV爱情喜剧,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/aiqingxj/index.m3u8
NewTV军旅剧场,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/junlvjc/index.m3u8
NewTV动作电影,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/dongzuody/index.m3u8
NewTV明星大片,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/mingxingdp/index.m3u8
NewTV海外剧场,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/xiqumd/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/jingsongxy/index.m3u8
NewTV农业致富,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/nongyezf/index.m3u8
NewTV金牌综艺,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/saishijx/index.m3u8
NewTV农业致富,http://[2409:8087:3800:20:1000::805]:8080/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV武搏世界,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225656/index.m3u8
NewTV炫舞未来,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225707/index.m3u8
NewTV怡健康伴,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225666/index.m3u8
NewTV中国功夫,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225660/index.m3u8
NewTV综艺,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225711/index.m3u8
哒啵赛事,http://[2409:8087:3800:20:1000::808]:8080/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225749/index.m3u8
哒啵赛事,http://[2409:8087:3800:20:1000::809]:8080/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225749/index.m3u8


🇨🇳 I P T V,#genre#


IPTV高清院线高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000009/index.m3u8
IPTV高清院线高清,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000009/main.m3u8?IASHttpSessionId=OTT
IPTV古装剧场高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000010/index.m3u8
IPTV古装剧场高清,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000010/main.m3u8?IASHttpSessionId=OTT
IPTV故事频道高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000071000000305570/index.m3u8
IPTV家庭剧场高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000011/index.m3u8
IPTV家庭剧场高清,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000011/main.m3u8?IASHttpSessionId=OTT
IPTV经典剧场高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000012/index.m3u8
IPTV经典剧场高清,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000012/main.m3u8?IASHttpSessionId=OTT
IPTV抗战剧场高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000007/index.m3u8
IPTV抗战剧场高清,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000007/main.m3u8?IASHttpSessionId=OTT
IPTV芒果好看高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001026000000099174/index.m3u8
IPTV芒果互娱高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000034000000343501/index.m3u8
IPTV芒果互娱高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001025000000196970/index.m3u8
IPTV芒果乐活高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001008000000154081/index.m3u8
IPTV芒果乐活高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001008000000154081/main.m3u8?IASHttpSessionId=OTT
IPTV芒果热播高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001008000000292438/index.m3u8
IPTV芒果热播高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001008000000292438/main.m3u8?IASHttpSessionId=OTT
IPTV芒果热剧高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001026000000099232/index.m3u8
IPTV戏剧频道高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000071000000305564/index.m3u8
IPTV健康之道高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000071000000305574/index.m3u8
IPTV金色夕阳高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001025000000196971/index.m3u8
IPTV金色夕阳高清,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000034000000343502/index.m3u8
IPTV金色夕阳高清,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001025000000196971/main.m3u8?IASHttpSessionId=OTT
芒果华语电影高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226708/index.m3u8?servicetype=1
芒果TV独播高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226692/index.m3u8?servicetype=1
芒果欧美电影高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226712/index.m3u8?servicetype=1
芒果精彩推荐高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226754/index.m3u8?servicetype=1
生活时尚高清,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227091/index.m3u8?servicetype=1

IPTV高清院线,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000009/index.m3u8
IPTV古装剧场,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000010/index.m3u8
IPTV故事频道,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000071000000305570/index.m3u8
IPTV家庭剧场,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000011/index.m3u8
IPTV健康之道,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000071000000305574/index.m3u8
IPTV金色夕阳,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000034000000343502/index.m3u8
IPTV金色夕阳,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001025000000196971/index.m3u8
IPTV经典剧场,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000012/index.m3u8
IPTV抗战剧场,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001002000000000007/index.m3u8
IPTV芒果好看,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001026000000099174/index.m3u8
IPTV芒果互娱,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000034000000343501/index.m3u8
IPTV芒果互娱,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001025000000196970/index.m3u8
IPTV芒果乐活,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001008000000154081/index.m3u8
IPTV芒果热播,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001008000000292438/index.m3u8
IPTV芒果热剧,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000001026000000099232/index.m3u8
IPTV戏剧频道,http://[2409:8087:5000:21::1016]:8089/180000001001/00000001000000000071000000305564/index.m3u8


🇨🇳 虎牙轮播,#genre#

虎牙电影1,http://epg.112114.xyz/huya/11602058
虎牙电影2,http://epg.112114.xyz/huya/11601968
虎牙电影3,http://epg.112114.xyz/huya/11342412
虎牙电影4,http://epg.112114.xyz/huya/11342386
虎牙电影5,http://epg.112114.xyz/huya/11601986
虎牙电影6,http://epg.112114.xyz/huya/11601971
虎牙电影7,http://epg.112114.xyz/huya/11336592
虎牙电影8,http://epg.112114.xyz/huya/11342390
虎牙电影9,http://epg.112114.xyz/huya/11352941
虎牙电影10,http://epg.112114.xyz/huya/11279251
虎牙电影11,http://epg.112114.xyz/huya/11602041
虎牙电影12,http://epg.112114.xyz/huya/11352963
虎牙电影13,http://epg.112114.xyz/huya/11342414
虎牙电影14,http://epg.112114.xyz/huya/11602075
虎牙电影15,http://epg.112114.xyz/huya/11352962
虎牙电影16,http://epg.112114.xyz/huya/11336571
虎牙电影17,http://epg.112114.xyz/huya/11342427
虎牙电影18,http://epg.112114.xyz/huya/11336719
虎牙电影19,http://epg.112114.xyz/huya/11352894
虎牙电影20,http://epg.112114.xyz/huya/11352877
虎牙电影21,http://epg.112114.xyz/huya/11602077

周星驰,http://jiandjh.51vip.biz:35455/huya/11342412
林正英,http://jiandjh.51vip.biz:35455/huya/11342421
港台电影,http://jiandjh.51vip.biz:35455/huya/880261
欧美娱乐,http://jiandjh.51vip.biz:35455/huya/21059574
沈腾,http://jiandjh.51vip.biz:35455/huya/11601968
新三国,http://jiandjh.51vip.biz:35455/huya/11352944
徐克,http://jiandjh.51vip.biz:35455/huya/11352909
极限挑战],http://jiandjh.51vip.biz:35455/huya/11352914
庆余年,http://jiandjh.51vip.biz:35455/huya/11352960
陈翔六点半,http://jiandjh.51vip.biz:35455/huya/11274154
成龙,http://jiandjh.51vip.biz:35455/huya/11342386
电影,http://jiandjh.51vip.biz:35455/huya/618917
路飞,http://jiandjh.51vip.biz:35455/huya/16913382
刘德华,http://jiandjh.51vip.biz:35455/huya/11342424
止戈电影,http://jiandjh.51vip.biz:35455/huya/19863777
李连杰,http://jiandjh.51vip.biz:35455/huya/11342390
欧美电影,http://jiandjh.51vip.biz:35455/huya/11352880
科幻电影,http://jiandjh.51vip.biz:35455/huya/11602034
杰森·斯坦森,http://jiandjh.51vip.biz:35455/huya/21059588
红海行动,http://jiandjh.51vip.biz:35455/huya/11601986
生活大爆炸,http://jiandjh.51vip.biz:35455/huya/11342417
麻雀,http://jiandjh.51vip.biz:35455/huya/11352881
周润发,http://jiandjh.51vip.biz:35455/huya/11342387
经典高智商,http://jiandjh.51vip.biz:35455/huya/11352962
倩女幽魂,http://jiandjh.51vip.biz:35455/huya/11601970
朱雀青龙,http://jiandjh.51vip.biz:35455/huya/11352905
小鲤鱼,http://jiandjh.51vip.biz:35455/huya/11601961
警匪,http://jiandjh.51vip.biz:35455/huya/11352886
百鸟朝凤,http://jiandjh.51vip.biz:35455/huya/15894162
黑帮斗争,http://jiandjh.51vip.biz:35455/huya/11342419
悬疑推理,http://jiandjh.51vip.biz:35455/huya/17445539
好莱坞,http://jiandjh.51vip.biz:35455/huya/21059587
医馆笑传,http://jiandjh.51vip.biz:35455/huya/11352891
经典好片,http://jiandjh.51vip.biz:35455/huya/11342427
史诗级战争电影,http://jiandjh.51vip.biz:35455/huya/21059556
中国功夫,http://jiandjh.51vip.biz:35455/huya/11352941
精彩不断,http://jiandjh.51vip.biz:35455/huya/24396428
高分电影,http://jiandjh.51vip.biz:35455/huya/16615910
经典喜剧片,http://jiandjh.51vip.biz:35455/huya/11352894
徐峥,http://jiandjh.51vip.biz:35455/huya/11602043
异形世界,http://jiandjh.51vip.biz:35455/huya/21059577
神话,http://jiandjh.51vip.biz:35455/huya/11352913
电锯惊魂系列,http://jiandjh.51vip.biz:35455/huya/11352903
捉妖记,http://jiandjh.51vip.biz:35455/huya/11342414
欧美电影,http://jiandjh.51vip.biz:35455/huya/21059581
天雷滚滚,http://jiandjh.51vip.biz:35455/huya/11352945
喜剧专场,http://jiandjh.51vip.biz:35455/huya/11602044
金庸的武侠世界,http://jiandjh.51vip.biz:35455/huya/11342435
杨门女将,http://jiandjh.51vip.biz:35455/huya/11336590
天龙八部,http://jiandjh.51vip.biz:35455/huya/11602041
魔法世界,http://jiandjh.51vip.biz:35455/huya/21059580
文成公主,http://jiandjh.51vip.biz:35455/huya/11352974
许氏三杰,http://jiandjh.51vip.biz:35455/huya/11602033
精忠岳飞南征北战,http://jiandjh.51vip.biz:35455/huya/11336578
张卫健,http://jiandjh.51vip.biz:35455/huya/11342423
搞笑僵尸片,http://jiandjh.51vip.biz:35455/huya/11352963
国产青春,http://jiandjh.51vip.biz:35455/huya/11602075
孙悟空,http://jiandjh.51vip.biz:35455/huya/11342395
太空混战,http://jiandjh.51vip.biz:35455/huya/21059579
三国鼎立,http://jiandjh.51vip.biz:35455/huya/11602077
歪果仁动作,http://jiandjh.51vip.biz:35455/huya/21059552
冯小刚合集,http://jiandjh.51vip.biz:35455/huya/11352906
命案十三宗,http://jiandjh.51vip.biz:35455/huya/11601981
黄渤,http://jiandjh.51vip.biz:35455/huya/11352876
喜剧合家欢,http://jiandjh.51vip.biz:35455/huya/11352877
甄嬛传,http://jiandjh.51vip.biz:35455/huya/11601971
我是大哥大,http://jiandjh.51vip.biz:35455/huya/23652317
看救援电影,http://jiandjh.51vip.biz:35455/huya/21059586
金庸电影,http://jiandjh.51vip.biz:35455/huya/11352897

🇨🇳 斗鱼电影,#genre#

斗鱼电影1,http://epg.112114.xyz/douyu/3637778
斗鱼电影2,http://epg.112114.xyz/douyu/3637726
斗鱼电影3,http://epg.112114.xyz/douyu/8985415
斗鱼电影4,http://epg.112114.xyz/douyu/9650887
斗鱼电影5,http://epg.112114.xyz/douyu/1226741
斗鱼电影6,http://epg.112114.xyz/douyu/36337
斗鱼电影7,http://epg.112114.xyz/douyu/2436390
斗鱼电影8,http://epg.112114.xyz/douyu/96577
斗鱼电影9,http://epg.112114.xyz/douyu/8770422
斗鱼电影10,http://epg.112114.xyz/douyu/6140589
斗鱼电影11,http://epg.112114.xyz/douyu/20415
斗鱼电影12,http://epg.112114.xyz/douyu/323876
斗鱼电影13,http://epg.112114.xyz/douyu/747764
斗鱼电影14,http://epg.112114.xyz/douyu/85894
斗鱼电影15,http://epg.112114.xyz/douyu/122402
斗鱼电影16,http://epg.112114.xyz/douyu/9292492
斗鱼电影17,http://epg.112114.xyz/douyu/2516864
斗鱼电影18,http://epg.112114.xyz/douyu/4332
斗鱼电影19,http://epg.112114.xyz/douyu/9651304
斗鱼电影20,http://epg.112114.xyz/douyu/8814650
斗鱼电影21,http://epg.112114.xyz/douyu/8945323
斗鱼电影22,http://epg.112114.xyz/douyu/252802
斗鱼电影23,http://epg.112114.xyz/douyu/2436390
斗鱼电视剧HD1,http://epg.112114.xyz/douyu/2838296
斗鱼电视剧HD2,http://epg.112114.xyz/douyu/7489563
斗鱼电视剧HD3,http://epg.112114.xyz/douyu/6706214
斗鱼电视剧HD4,http://epg.112114.xyz/douyu/6566658


轮播电影01,http://epg.112114.xyz/douyu/2436390
轮播电影02,http://epg.112114.xyz/douyu/2793084
轮播电影03,http://epg.112114.xyz/douyu/6566671
轮播电影04,http://epg.112114.xyz/douyu/85894
轮播电影05,http://epg.112114.xyz/douyu/122402
轮播电影06,http://epg.112114.xyz/douyu/74374
轮播电影07,http://epg.112114.xyz/douyu/747764
轮播电影08,http://epg.112114.xyz/douyu/96577
轮播电影09,http://epg.112114.xyz/douyu/5802446
轮播电影10,http://epg.112114.xyz/douyu/20415
轮播电影11,http://epg.112114.xyz/douyu/315457
轮播电影12,http://epg.112114.xyz/douyu/431460
轮播电影13,http://epg.112114.xyz/douyu/252802
轮播电影14,http://epg.112114.xyz/douyu/36337
轮播电影15,http://epg.112114.xyz/douyu/263824
轮播电影16,http://epg.112114.xyz/douyu/4332
轮播电影17,http://epg.112114.xyz/douyu/6655271
轮播电影18,http://epg.112114.xyz/douyu/9275635
轮播电影19,http://epg.112114.xyz/douyu/2935323


周末电影,http://jiandjh.51vip.biz:35455/douyu/3637726
华语经典,http://jiandjh.51vip.biz:35455/douyu/434971
吃米滴虫,http://jiandjh.51vip.biz:35455/douyu/315457
神乐影片1,http://jiandjh.51vip.biz:35455/douyu/122402
神乐影片2,http://jiandjh.51vip.biz:35455/douyu/85894
贝爷MAX厅,http://jiandjh.51vip.biz:35455/douyu/4332
漫威影片,http://jiandjh.51vip.biz:35455/douyu/6140589
刘德华电影,http://jiandjh.51vip.biz:35455/douyu/2516864
喜剧经典,http://jiandjh.51vip.biz:35455/douyu/9650887
豆瓣高分,http://jiandjh.51vip.biz:35455/douyu/8770422
宇哥电影,http://jiandjh.51vip.biz:35455/douyu/413573
女神金电影,http://jiandjh.51vip.biz:35455/douyu/747764
贝爷影厅1,http://jiandjh.51vip.biz:35455/douyu/252802
贝爷影厅2,http://jiandjh.51vip.biz:35455/douyu/36337
霍格影片,http://jiandjh.51vip.biz:35455/douyu/8814650
冰冰经典电影,http://jiandjh.51vip.biz:35455/douyu/74374
奶虫恐怖电影,http://jiandjh.51vip.biz:35455/douyu/263824
避风港影院,http://jiandjh.51vip.biz:35455/douyu/9826611
恐怖经典,http://jiandjh.51vip.biz:35455/douyu/1165374
变种人电影,http://jiandjh.51vip.biz:35455/douyu/9651304
小U电影,http://jiandjh.51vip.biz:35455/douyu/96577
小宇60帧,http://jiandjh.51vip.biz:35455/douyu/323876
华语电影,http://jiandjh.51vip.biz:35455/douyu/3928
喜剧电影,http://jiandjh.51vip.biz:35455/douyu/9292492
译制影片,http://jiandjh.51vip.biz:35455/douyu/2436390
Liz陪看,http://jiandjh.51vip.biz:35455/douyu/7254536
女神金電影,http://jiandjh.51vip.biz:35455/douyu/747764
小小亭長,http://jiandjh.51vip.biz:35455/douyu/5802446
功夫港片,http://jiandjh.51vip.biz:35455/douyu/3637765
可樂,http://jiandjh.51vip.biz:35455/douyu/20415
貝貝影院,http://jiandjh.51vip.biz:35455/douyu/431460
邦德影院,http://jiandjh.51vip.biz:35455/douyu/9292499
林正英,http://jiandjh.51vip.biz:35455/douyu/7356023
邵氏影院,http://jiandjh.51vip.biz:35455/douyu/4246519
千部經典,http://jiandjh.51vip.biz:35455/douyu/7882691
恐怖,http://jiandjh.51vip.biz:35455/douyu/310926
桃花影院,http://jiandjh.51vip.biz:35455/douyu/7305938
菜園小餅,http://jiandjh.51vip.biz:35455/douyu/7701735
經典神劇,http://jiandjh.51vip.biz:35455/douyu/3700024
網神影廳,http://jiandjh.51vip.biz:35455/douyu/508118





🇨🇳 电视剧场,#genre#


CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
纯享超清,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225786/index.m3u8

