🇨🇳 喜欢,#genre#
虎牙电影18,http://epg.112114.xyz/huya/11342435
虎牙电影19,http://epg.112114.xyz/huya/11336592
虎牙电影20,http://epg.112114.xyz/huya/11602075
虎牙电影21,http://epg.112114.xyz/huya/11602077
虎牙电影22,https://epg.112114.xyz/huya/14015002

🇨🇳 电影,#genre#
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作电影,http://111.20.40.171/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭电影,http://111.20.40.171/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8?blog.ntnas.top
CHC家庭影院,http://dbiptv.sn.chinamobile.com/TVOD/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226462/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/1.m3u8
CHC家庭影院,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC电影,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院[1920*1080],http://lcx-olt.8866.org:8181/tsfile/live/1011_1.m3u8
CHC家庭影院,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://111.20.40.170/TVOD/88888893/224/3221226463/index.m3u8?/PLTV/.smil
CHC家庭影院,http://223.151.51.27:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC动作电影,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC动作电影,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8$1080p8mipv6
CHC动作电影,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC家庭影院,http://live.cooltv.top/tv/aishang.php?id=chcjtyy
CHC动作电影,http://223.151.51.27:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://dbiptv.sn.chinamobile.com/TVOD/88888893/224/3221226465/index.m3u8
CHC动作电影,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭电影,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://zhuji.sdrnwl.cn:9901/tsfile/live/1058_1.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226465/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226463/index.m3u8
CHC高清电影,http://221.2.36.34:8888/newlive/live/hls/57/live.m3u8
CHC动作电影,http://[2409:8087:7000:20::F]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC动作电影,http://[2409:8087:7000:20::F]:80/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226465/index.m3u8
CHC动作电影高清,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
CHC高清电影高清,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8?
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8?
CHC家庭电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8?
CHC家庭影院,http://111.20.40.166/PLTV/88888893/224/3221226462/index.m3u8
CHC动作电影,http://111.20.40.166/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://live.cooltv.top/tv/aishang.php?id=chcdzdy
CHC高清电影,http://live.cooltv.top/tv/aishang.php?id=chcgqdy
CHC高清电影,http://gxfrg007.8800.org:8282/tsfile/live/1097_1.m3u8
CHC家庭影院,http://gxfrg007.8800.org:8282/tsfile/live/1096_1.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC家庭影院,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清电影,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8?blog.ntnas.top
CHC高清电影FHD,http://111.20.40.171/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226463/index.m3u8
黑莓电影,http://[2409:8087:1a01:df::4001]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/1.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓电影 4M1080,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/wh7f454c46tw1557894210_-694330224/ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8?icpid=3&RTS=1674385968&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3
黑莓电影 4M1080,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw1557681271_-1627945614/ott.mobaibox.com/PLTV/3/224/3221227520/index.m3u8?icpid=3&RTS=1674385968&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
超级电影,http://[2409:8087:1a01:df::4001]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/1.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
峨眉电影,http://r.jdshipin.com/XIjta
超高清电影,http://r.jdshipin.com/5DWJk
百视电影,https://bp-caster.bestv.com.cn/91/3/video.m3u8
4K电影,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000459/index.m3u8?blog.ntnas.top
精彩电视剧,http://39.134.24.165/wh7f454c46tw3370083913_1372357777/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
精彩电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
精彩电视剧,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
武汉电视剧,http://stream.appwuhan.com/2tzb/sd/live.m3u8
超级电视剧,http://[2409:8087:1a01:df::4017]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/1.m3u8
超级电视剧,http://[2409:8087:1a01:df::4018]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/1.m3u8
超级电视剧,http://[2409:8087:1a01:df::4022]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/1.m3u8
超级电视剧,http://[2409:8087:1a01:df::4021]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/1.m3u8
无名电视剧,http://221.0.78.198:1681/hls/10276/index.m3u8
北京IPTV淘电影,http://r.jdshipin.com/OeHMu
四川岳眉电影,http://183.223.157.33:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://[2409:8087:1a01:df::4009]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
CCTV6电影,http://[2409:8087:1a01:df::4018]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8
CCTV6电影,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV6 电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8$移动超清
CCTV风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002505/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV风云音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002525/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
CCTV第一剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002498/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
CCTV怀旧剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002495/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8 电视剧,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226012/index.m3u8
CCTV8 电视剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8$移动超清
深圳电视剧,http://gxdl-lhs.8866.org:85/tsfile/live/1113_1.m3u8?key=txiptv&playlive=1&authid=0
华数电影①,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000435/index.m3u8?IAS
华数电影②,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000434/index.m3u8?IAS
华数电影③,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000435/index.m3u8?IAS
华数电影④,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000436/index.m3u8?IAS
华数电影⑤,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000434/index.m3u8?IAS
华数电影⑥,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000436/index.m3u8?IAS
华数电影⑦,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000435/index.m3u8?IAS
华数电影⑧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000436/index.m3u8?IAS
华数电影⑨,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000434/index.m3u8?IAS
华数电影⑩,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000410/index.m3u8?IAS
华数电影⑪,http://hls.ye23.vip/wl/huya2205.php?id=11352941
华数电影⑭,http://221.0.78.198:1681/hls/10295/index.m3u8
华数电影⑮,http://221.0.78.198:1681/hls/10296/index.m3u8
华数电影⑯,http://221.0.78.198:1681/hls/10294/index.m3u8
华数电影⑰,http://221.0.78.198:1681/hls/10278/index.m3u8
电影,http://pull.kktv8.com/livekktv/99350550.flv
电影,http://pull.kktv8.com/livekktv/99592190.flv
电视剧,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000320/index.m3u8?IASHttpSessionId=OTT
电视剧,http://[2409:8087:74F1:0021::0008]:80/270000001111/1110000319/index.m3u8?IASHttpSessionId=OTT
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000086/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000084/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000085/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000411/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000436/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000435/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000434/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000433/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000425/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000415/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000087/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000411/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000409/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000125/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000433/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000416/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000417/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000087/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000416/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000417/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000433/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000125/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000087/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000085/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000410/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000410/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000238/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000409/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000238/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000084/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000433/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000416/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000086/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000125/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000415/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000081/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000084/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000085/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000086/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000087/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000125/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000409/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000238/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000085/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000415/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000086/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000409/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000411/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000417/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000436/index.m3u8?IAS
电视剧,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000409/index.m3u8?IAS
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000415/index.m3u8?IAS
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000409/index.m3u8?IAS
电视剧,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000415/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000238/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000084/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000410/index.m3u8?blog.ntnas.top
电视剧,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000411/index.m3u8?blog.ntnas.top
电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8?blog.ntnas.top
电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8?blog.ntnas.top

🇨🇳 体育,#genre#
咪咕视频1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
百视通,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000199/1.m3u8
百视通,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000197/1.m3u8
百视通,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000203/1.m3u8
百视通,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000340/1.m3u8
百视通,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001149/1.m3u8

🇨🇳 测试,#genre#
凤凰香港台,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
凤凰中文台,http://[2409:8087:2001:20:2800:0:df6e:eb24]/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤 凰 资 讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
有线新闻,http://61.10.2.141/live_freedirect/hd110_h.live/playlist.m3u8
亚洲旅游,http://50.7.238.114:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d
无线新闻台,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153399
TVB星河台,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153506
TVB经典台,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=571197&extension=ts
千禧经典台,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153503
娱乐新闻台,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153504
TVB-J1,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153395
TVB-1,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153396
TVB-E,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153398
TVB DRAMA,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153400
TVB JADE,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153505
中天亚洲台,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=571212&extension=ts
TVBS亚洲台,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=571185&extension=ts
凤凰中文台,http://r.jdshipin.com/cCCzW
凤凰资讯台,http://r.jdshipin.com/0Rp07
翡 翠 台,http://r.jdshipin.com/n90gt
翡 翠 台,http://r.jdshipin.com/62WM7
翡 翠 台,http://r.jdshipin.com/qClQf
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰中文,http://r.jdshipin.com/cCCzW
翡翠台,http://r.jdshipin.com/qClQf
J2,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh_ddnpfOEkvYpVdhZ_69NYM/m3u8
J2,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxHxPuwYBkq3c9qPtWNUkGtg/ts
明珠台,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryhyOHBkNL9hIHr5S8goRB5Wc/m3u8
明珠台,http://r.jdshipin.com/ZQ4kN
澳视澳门,https://pi.0472.org/tv/asam.php?auth=2310201855
澳视澳门,http://r.jdshipin.com/n2YZI
澳亚卫视,https://pi.0472.org/tv/aoya.php?auth=2310201855
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
蓮花衛視,http://anren.live/HK/BiIOU11uLA.m3u8
无线财经资讯台,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryhx1ckaOdmqDzGKRJOWooemo/m3u8
无线财经资讯台,http://r.jdshipin.com/jUx8K
无线新闻台,http://r.jdshipin.com/CkuBd
星空衛視,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193
星空衛視,http://nas.jdshipin.com:8801/bst.php?id=hyyy8m/8000000
V音樂台,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193
V音樂台,http://j.cxctu.cf:4000/udp/239.93.0.157:2194
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
TVBS综合,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryhzzatZ3TzIz7BQTRSp1Jt30/m3u8
TVBS新闻,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryhwcxYby6ox_exBpMDvIEyms/m3u8
中天新闻,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryhwfPRDi3xEx5EJGVH7Mf580/m3u8
东森新闻,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh_pLLTkQXPShEQoVyn3sSHs/m3u8
民视新闻,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh4301Ck68g4BYVnB6-gxHKA/m3u8
台视新聞台,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh4GvcSYSVl3AV1FYPzUvfkA/m3u8
东森财经,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh3dWZ3MxZ5ZMOeKoXXzg0Mc/m3u8
寰宇新闻,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh4x6G3GZZHLri5s4tfmbluI/m3u8
三立live,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryhz0xKAsJivZx90vLJuIkKZY/m3u8
三立INEWS,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh7NqtecvXLqr53g--vOfjQ0/m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
大爱1,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh1OyEL_oH_e6CASw1Ey19Wo/m3u8
大爱2,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryhxOm-17lB19TQT3ozKszn_c/m3u8
人间卫视,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh3sl7cAykNm_Eu77wKgPp9w/m3u8
好消息1,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh_3uVfV2T4WroBfJkGGvlvI/m3u8
唯心电视,http://zw9999.cnstream.top:80/play/2GEsn2ESRTF5HHawORryh4JyZDmpm5Lb7vPpMiE5Pk4/m3u8
